max_depth	min_split	minbucket	cp	ganancia_promedio
6	200	0.3	-0.9	47550000
6	200	0.3	-0.8	47550000
6	200	0.3	-0.7	47550000
6	200	0.3	-0.6	47550000
6	200	0.3	-0.5	47550000
6	200	0.3	-0.4	47550000
6	200	0.3	-0.3	47550000
6	200	0.3	-0.2	47550000
6	200	0.3	-0.1	47550000
6	200	0.3	0	0
6	200	0.3	0.1	0
6	200	0.3	0.2	0
6	200	0.3	0.3	0
6	200	0.3	0.4	0
6	200	0.3	0.5	0
6	200	0.3	0.6	0
6	200	0.3	0.7	0
6	200	0.3	0.8	0
6	200	0.3	0.9	0
6	200	0.35	-0.9	47586000
6	200	0.35	-0.8	47586000
6	200	0.35	-0.7	47586000
6	200	0.35	-0.6	47586000
6	200	0.35	-0.5	47586000
6	200	0.35	-0.4	47586000
6	200	0.35	-0.3	47586000
6	200	0.35	-0.2	47586000
6	200	0.35	-0.1	47586000
6	200	0.35	0	0
6	200	0.35	0.1	0
6	200	0.35	0.2	0
6	200	0.35	0.3	0
6	200	0.35	0.4	0
6	200	0.35	0.5	0
6	200	0.35	0.6	0
6	200	0.35	0.7	0
6	200	0.35	0.8	0
6	200	0.35	0.9	0
6	200	0.4	-0.9	4.7e+07
6	200	0.4	-0.8	4.7e+07
6	200	0.4	-0.7	4.7e+07
6	200	0.4	-0.6	4.7e+07
6	200	0.4	-0.5	4.7e+07
6	200	0.4	-0.4	4.7e+07
6	200	0.4	-0.3	4.7e+07
6	200	0.4	-0.2	4.7e+07
6	200	0.4	-0.1	4.7e+07
6	200	0.4	0	0
6	200	0.4	0.1	0
6	200	0.4	0.2	0
6	200	0.4	0.3	0
6	200	0.4	0.4	0
6	200	0.4	0.5	0
6	200	0.4	0.6	0
6	200	0.4	0.7	0
6	200	0.4	0.8	0
6	200	0.4	0.9	0
6	200	0.45	-0.9	47476000
6	200	0.45	-0.8	47476000
6	200	0.45	-0.7	47476000
6	200	0.45	-0.6	47476000
6	200	0.45	-0.5	47476000
6	200	0.45	-0.4	47476000
6	200	0.45	-0.3	47476000
6	200	0.45	-0.2	47476000
6	200	0.45	-0.1	47476000
6	200	0.45	0	0
6	200	0.45	0.1	0
6	200	0.45	0.2	0
6	200	0.45	0.3	0
6	200	0.45	0.4	0
6	200	0.45	0.5	0
6	200	0.45	0.6	0
6	200	0.45	0.7	0
6	200	0.45	0.8	0
6	200	0.45	0.9	0
6	200	0.5	-0.9	47460000
6	200	0.5	-0.8	47460000
6	200	0.5	-0.7	47460000
6	200	0.5	-0.6	47460000
6	200	0.5	-0.5	47460000
6	200	0.5	-0.4	47460000
6	200	0.5	-0.3	47460000
6	200	0.5	-0.2	47460000
6	200	0.5	-0.1	47460000
6	200	0.5	0	0
6	200	0.5	0.1	0
6	200	0.5	0.2	0
6	200	0.5	0.3	0
6	200	0.5	0.4	0
6	200	0.5	0.5	0
6	200	0.5	0.6	0
6	200	0.5	0.7	0
6	200	0.5	0.8	0
6	200	0.5	0.9	0
6	100	0.1	-0.9	46700000
6	100	0.1	-0.8	46700000
6	100	0.1	-0.7	46700000
6	100	0.1	-0.6	46700000
6	100	0.1	-0.5	46700000
6	100	0.1	-0.4	46700000
6	100	0.1	-0.3	46700000
6	100	0.1	-0.2	46700000
6	100	0.1	-0.1	46700000
6	100	0.1	0	24836000
6	100	0.1	0.1	0
6	100	0.1	0.2	0
6	100	0.1	0.3	0
6	100	0.1	0.4	0
6	100	0.1	0.5	0
6	100	0.1	0.6	0
6	100	0.1	0.7	0
6	100	0.1	0.8	0
6	100	0.1	0.9	0
6	100	0.15	-0.9	47064000
6	100	0.15	-0.8	47064000
6	100	0.15	-0.7	47064000
6	100	0.15	-0.6	47064000
6	100	0.15	-0.5	47064000
6	100	0.15	-0.4	47064000
6	100	0.15	-0.3	47064000
6	100	0.15	-0.2	47064000
6	100	0.15	-0.1	47064000
6	100	0.15	0	17490000
6	100	0.15	0.1	0
6	100	0.15	0.2	0
6	100	0.15	0.3	0
6	100	0.15	0.4	0
6	100	0.15	0.5	0
6	100	0.15	0.6	0
6	100	0.15	0.7	0
6	100	0.15	0.8	0
6	100	0.15	0.9	0
6	100	0.2	-0.9	47236000
6	100	0.2	-0.8	47236000
6	100	0.2	-0.7	47236000
6	100	0.2	-0.6	47236000
6	100	0.2	-0.5	47236000
6	100	0.2	-0.4	47236000
6	100	0.2	-0.3	47236000
6	100	0.2	-0.2	47236000
6	100	0.2	-0.1	47236000
6	100	0.2	0	17490000
6	100	0.2	0.1	0
6	100	0.2	0.2	0
6	100	0.2	0.3	0
6	100	0.2	0.4	0
6	100	0.2	0.5	0
6	100	0.2	0.6	0
6	100	0.2	0.7	0
6	100	0.2	0.8	0
6	100	0.2	0.9	0
6	100	0.25	-0.9	47434000
6	100	0.25	-0.8	47434000
6	100	0.25	-0.7	47434000
6	100	0.25	-0.6	47434000
6	100	0.25	-0.5	47434000
6	100	0.25	-0.4	47434000
6	100	0.25	-0.3	47434000
6	100	0.25	-0.2	47434000
6	100	0.25	-0.1	47434000
6	100	0.25	0	17490000
6	100	0.25	0.1	0
6	100	0.25	0.2	0
6	100	0.25	0.3	0
6	100	0.25	0.4	0
6	100	0.25	0.5	0
6	100	0.25	0.6	0
6	100	0.25	0.7	0
6	100	0.25	0.8	0
6	100	0.25	0.9	0
6	100	0.3	-0.9	47180000
6	100	0.3	-0.8	47180000
6	100	0.3	-0.7	47180000
6	100	0.3	-0.6	47180000
6	100	0.3	-0.5	47180000
6	100	0.3	-0.4	47180000
6	100	0.3	-0.3	47180000
6	100	0.3	-0.2	47180000
6	100	0.3	-0.1	47180000
6	100	0.3	0	24132000
6	100	0.3	0.1	0
6	100	0.3	0.2	0
6	100	0.3	0.3	0
6	100	0.3	0.4	0
6	100	0.3	0.5	0
6	100	0.3	0.6	0
6	100	0.3	0.7	0
6	100	0.3	0.8	0
6	100	0.3	0.9	0
6	100	0.35	-0.9	46536000
6	100	0.35	-0.8	46536000
6	100	0.35	-0.7	46536000
6	100	0.35	-0.6	46536000
6	100	0.35	-0.5	46536000
6	100	0.35	-0.4	46536000
6	100	0.35	-0.3	46536000
6	100	0.35	-0.2	46536000
6	100	0.35	-0.1	46536000
6	100	0.35	0	24132000
6	100	0.35	0.1	0
6	100	0.35	0.2	0
6	100	0.35	0.3	0
6	100	0.35	0.4	0
6	100	0.35	0.5	0
6	100	0.35	0.6	0
6	100	0.35	0.7	0
6	100	0.35	0.8	0
6	100	0.35	0.9	0
6	100	0.4	-0.9	46480000
6	100	0.4	-0.8	46480000
6	100	0.4	-0.7	46480000
6	100	0.4	-0.6	46480000
6	100	0.4	-0.5	46480000
6	100	0.4	-0.4	46480000
6	100	0.4	-0.3	46480000
6	100	0.4	-0.2	46480000
6	100	0.4	-0.1	46480000
6	100	0.4	0	24132000
6	100	0.4	0.1	0
6	100	0.4	0.2	0
6	100	0.4	0.3	0
6	100	0.4	0.4	0
6	100	0.4	0.5	0
6	100	0.4	0.6	0
6	100	0.4	0.7	0
6	100	0.4	0.8	0
6	100	0.4	0.9	0
6	100	0.45	-0.9	47440000
6	100	0.45	-0.8	47440000
6	100	0.45	-0.7	47440000
6	100	0.45	-0.6	47440000
6	100	0.45	-0.5	47440000
6	100	0.45	-0.4	47440000
6	100	0.45	-0.3	47440000
6	100	0.45	-0.2	47440000
6	100	0.45	-0.1	47440000
6	100	0.45	0	17490000
6	100	0.45	0.1	0
6	100	0.45	0.2	0
6	100	0.45	0.3	0
6	100	0.45	0.4	0
6	100	0.45	0.5	0
6	100	0.45	0.6	0
6	100	0.45	0.7	0
6	100	0.45	0.8	0
6	100	0.45	0.9	0
6	100	0.5	-0.9	47396000
6	100	0.5	-0.8	47396000
6	100	0.5	-0.7	47396000
6	100	0.5	-0.6	47396000
6	100	0.5	-0.5	47396000
6	100	0.5	-0.4	47396000
6	100	0.5	-0.3	47396000
6	100	0.5	-0.2	47396000
6	100	0.5	-0.1	47396000
6	100	0.5	0	17490000
6	100	0.5	0.1	0
6	100	0.5	0.2	0
6	100	0.5	0.3	0
6	100	0.5	0.4	0
6	100	0.5	0.5	0
6	100	0.5	0.6	0
6	100	0.5	0.7	0
6	100	0.5	0.8	0
6	100	0.5	0.9	0
6	50	0.1	-0.9	46602000
6	50	0.1	-0.8	46602000
6	50	0.1	-0.7	46602000
6	50	0.1	-0.6	46602000
6	50	0.1	-0.5	46602000
6	50	0.1	-0.4	46602000
6	50	0.1	-0.3	46602000
6	50	0.1	-0.2	46602000
6	50	0.1	-0.1	46602000
6	50	0.1	0	44526000
6	50	0.1	0.1	0
6	50	0.1	0.2	0
6	50	0.1	0.3	0
6	50	0.1	0.4	0
6	50	0.1	0.5	0
6	50	0.1	0.6	0
6	50	0.1	0.7	0
6	50	0.1	0.8	0
6	50	0.1	0.9	0
6	50	0.15	-0.9	46362000
6	50	0.15	-0.8	46362000
6	50	0.15	-0.7	46362000
6	50	0.15	-0.6	46362000
6	50	0.15	-0.5	46362000
6	50	0.15	-0.4	46362000
6	50	0.15	-0.3	46362000
6	50	0.15	-0.2	46362000
6	50	0.15	-0.1	46362000
6	50	0.15	0	43162000
6	50	0.15	0.1	0
6	50	0.15	0.2	0
6	50	0.15	0.3	0
6	50	0.15	0.4	0
6	50	0.15	0.5	0
6	50	0.15	0.6	0
6	50	0.15	0.7	0
6	50	0.15	0.8	0
6	50	0.15	0.9	0
6	50	0.2	-0.9	46676000
6	50	0.2	-0.8	46676000
6	50	0.2	-0.7	46676000
6	50	0.2	-0.6	46676000
6	50	0.2	-0.5	46676000
6	50	0.2	-0.4	46676000
6	50	0.2	-0.3	46676000
6	50	0.2	-0.2	46676000
6	50	0.2	-0.1	46676000
6	50	0.2	0	42754000
6	50	0.2	0.1	0
6	50	0.2	0.2	0
6	50	0.2	0.3	0
6	50	0.2	0.4	0
6	50	0.2	0.5	0
6	50	0.2	0.6	0
6	50	0.2	0.7	0
6	50	0.2	0.8	0
6	50	0.2	0.9	0
6	50	0.25	-0.9	47156000
6	50	0.25	-0.8	47156000
6	50	0.25	-0.7	47156000
6	50	0.25	-0.6	47156000
6	50	0.25	-0.5	47156000
6	50	0.25	-0.4	47156000
6	50	0.25	-0.3	47156000
6	50	0.25	-0.2	47156000
6	50	0.25	-0.1	47156000
6	50	0.25	0	42834000
6	50	0.25	0.1	0
6	50	0.25	0.2	0
6	50	0.25	0.3	0
6	50	0.25	0.4	0
6	50	0.25	0.5	0
6	50	0.25	0.6	0
6	50	0.25	0.7	0
6	50	0.25	0.8	0
6	50	0.25	0.9	0
6	50	0.3	-0.9	47188000
6	50	0.3	-0.8	47188000
6	50	0.3	-0.7	47188000
6	50	0.3	-0.6	47188000
6	50	0.3	-0.5	47188000
6	50	0.3	-0.4	47188000
6	50	0.3	-0.3	47188000
6	50	0.3	-0.2	47188000
6	50	0.3	-0.1	47188000
6	50	0.3	0	41510000
6	50	0.3	0.1	0
6	50	0.3	0.2	0
6	50	0.3	0.3	0
6	50	0.3	0.4	0
6	50	0.3	0.5	0
6	50	0.3	0.6	0
6	50	0.3	0.7	0
6	50	0.3	0.8	0
6	50	0.3	0.9	0
6	50	0.35	-0.9	47068000
6	50	0.35	-0.8	47068000
6	50	0.35	-0.7	47068000
6	50	0.35	-0.6	47068000
6	50	0.35	-0.5	47068000
6	50	0.35	-0.4	47068000
6	50	0.35	-0.3	47068000
6	50	0.35	-0.2	47068000
6	50	0.35	-0.1	47068000
6	50	0.35	0	41618000
6	50	0.35	0.1	0
6	50	0.35	0.2	0
6	50	0.35	0.3	0
6	50	0.35	0.4	0
6	50	0.35	0.5	0
6	50	0.35	0.6	0
6	50	0.35	0.7	0
6	50	0.35	0.8	0
6	50	0.35	0.9	0
6	50	0.4	-0.9	47332000
6	50	0.4	-0.8	47332000
6	50	0.4	-0.7	47332000
6	50	0.4	-0.6	47332000
6	50	0.4	-0.5	47332000
6	50	0.4	-0.4	47332000
6	50	0.4	-0.3	47332000
6	50	0.4	-0.2	47332000
6	50	0.4	-0.1	47332000
6	50	0.4	0	41684000
6	50	0.4	0.1	0
6	50	0.4	0.2	0
6	50	0.4	0.3	0
6	50	0.4	0.4	0
6	50	0.4	0.5	0
6	50	0.4	0.6	0
6	50	0.4	0.7	0
6	50	0.4	0.8	0
6	50	0.4	0.9	0
6	50	0.45	-0.9	47242000
6	50	0.45	-0.8	47242000
6	50	0.45	-0.7	47242000
6	50	0.45	-0.6	47242000
6	50	0.45	-0.5	47242000
6	50	0.45	-0.4	47242000
6	50	0.45	-0.3	47242000
6	50	0.45	-0.2	47242000
6	50	0.45	-0.1	47242000
6	50	0.45	0	39180000
6	50	0.45	0.1	0
6	50	0.45	0.2	0
6	50	0.45	0.3	0
6	50	0.45	0.4	0
6	50	0.45	0.5	0
6	50	0.45	0.6	0
6	50	0.45	0.7	0
6	50	0.45	0.8	0
6	50	0.45	0.9	0
6	50	0.5	-0.9	47514000
6	50	0.5	-0.8	47514000
6	50	0.5	-0.7	47514000
6	50	0.5	-0.6	47514000
6	50	0.5	-0.5	47514000
6	50	0.5	-0.4	47514000
6	50	0.5	-0.3	47514000
6	50	0.5	-0.2	47514000
6	50	0.5	-0.1	47514000
6	50	0.5	0	39180000
6	50	0.5	0.1	0
6	50	0.5	0.2	0
6	50	0.5	0.3	0
6	50	0.5	0.4	0
6	50	0.5	0.5	0
6	50	0.5	0.6	0
6	50	0.5	0.7	0
6	50	0.5	0.8	0
6	50	0.5	0.9	0
6	20	0.1	-0.9	46388000
6	20	0.1	-0.8	46388000
6	20	0.1	-0.7	46388000
6	20	0.1	-0.6	46388000
6	20	0.1	-0.5	46388000
6	20	0.1	-0.4	46388000
6	20	0.1	-0.3	46388000
6	20	0.1	-0.2	46388000
6	20	0.1	-0.1	46388000
6	20	0.1	0	45768000
6	20	0.1	0.1	0
6	20	0.1	0.2	0
6	20	0.1	0.3	0
6	20	0.1	0.4	0
6	20	0.1	0.5	0
6	20	0.1	0.6	0
6	20	0.1	0.7	0
6	20	0.1	0.8	0
6	20	0.1	0.9	0
6	20	0.15	-0.9	46440000
6	20	0.15	-0.8	46440000
6	20	0.15	-0.7	46440000
6	20	0.15	-0.6	46440000
6	20	0.15	-0.5	46440000
6	20	0.15	-0.4	46440000
6	20	0.15	-0.3	46440000
6	20	0.15	-0.2	46440000
6	20	0.15	-0.1	46440000
6	20	0.15	0	44514000
6	20	0.15	0.1	0
6	20	0.15	0.2	0
6	20	0.15	0.3	0
6	20	0.15	0.4	0
6	20	0.15	0.5	0
6	20	0.15	0.6	0
6	20	0.15	0.7	0
6	20	0.15	0.8	0
6	20	0.15	0.9	0
6	20	0.2	-0.9	46488000
6	20	0.2	-0.8	46488000
6	20	0.2	-0.7	46488000
6	20	0.2	-0.6	46488000
6	20	0.2	-0.5	46488000
6	20	0.2	-0.4	46488000
6	20	0.2	-0.3	46488000
6	20	0.2	-0.2	46488000
6	20	0.2	-0.1	46488000
6	20	0.2	0	44704000
6	20	0.2	0.1	0
6	20	0.2	0.2	0
6	20	0.2	0.3	0
6	20	0.2	0.4	0
6	20	0.2	0.5	0
6	20	0.2	0.6	0
6	20	0.2	0.7	0
6	20	0.2	0.8	0
6	20	0.2	0.9	0
6	20	0.25	-0.9	46480000
6	20	0.25	-0.8	46480000
6	20	0.25	-0.7	46480000
6	20	0.25	-0.6	46480000
6	20	0.25	-0.5	46480000
6	20	0.25	-0.4	46480000
6	20	0.25	-0.3	46480000
6	20	0.25	-0.2	46480000
6	20	0.25	-0.1	46480000
6	20	0.25	0	44500000
6	20	0.25	0.1	0
6	20	0.25	0.2	0
6	20	0.25	0.3	0
6	20	0.25	0.4	0
6	20	0.25	0.5	0
6	20	0.25	0.6	0
6	20	0.25	0.7	0
6	20	0.25	0.8	0
6	20	0.25	0.9	0
6	20	0.3	-0.9	45828000
6	20	0.3	-0.8	45828000
6	20	0.3	-0.7	45828000
6	20	0.3	-0.6	45828000
6	20	0.3	-0.5	45828000
6	20	0.3	-0.4	45828000
6	20	0.3	-0.3	45828000
6	20	0.3	-0.2	45828000
6	20	0.3	-0.1	45828000
6	20	0.3	0	44486000
6	20	0.3	0.1	0
6	20	0.3	0.2	0
6	20	0.3	0.3	0
6	20	0.3	0.4	0
6	20	0.3	0.5	0
6	20	0.3	0.6	0
6	20	0.3	0.7	0
6	20	0.3	0.8	0
6	20	0.3	0.9	0
6	20	0.35	-0.9	45754000
6	20	0.35	-0.8	45754000
6	20	0.35	-0.7	45754000
6	20	0.35	-0.6	45754000
6	20	0.35	-0.5	45754000
6	20	0.35	-0.4	45754000
6	20	0.35	-0.3	45754000
6	20	0.35	-0.2	45754000
6	20	0.35	-0.1	45754000
6	20	0.35	0	44428000
6	20	0.35	0.1	0
6	20	0.35	0.2	0
6	20	0.35	0.3	0
6	20	0.35	0.4	0
6	20	0.35	0.5	0
6	20	0.35	0.6	0
6	20	0.35	0.7	0
6	20	0.35	0.8	0
6	20	0.35	0.9	0
6	20	0.4	-0.9	46088000
6	20	0.4	-0.8	46088000
6	20	0.4	-0.7	46088000
6	20	0.4	-0.6	46088000
6	20	0.4	-0.5	46088000
6	20	0.4	-0.4	46088000
6	20	0.4	-0.3	46088000
6	20	0.4	-0.2	46088000
6	20	0.4	-0.1	46088000
6	20	0.4	0	44554000
6	20	0.4	0.1	0
6	20	0.4	0.2	0
6	20	0.4	0.3	0
6	20	0.4	0.4	0
6	20	0.4	0.5	0
6	20	0.4	0.6	0
6	20	0.4	0.7	0
6	20	0.4	0.8	0
6	20	0.4	0.9	0
6	20	0.45	-0.9	46168000
6	20	0.45	-0.8	46168000
6	20	0.45	-0.7	46168000
6	20	0.45	-0.6	46168000
6	20	0.45	-0.5	46168000
6	20	0.45	-0.4	46168000
6	20	0.45	-0.3	46168000
6	20	0.45	-0.2	46168000
6	20	0.45	-0.1	46168000
6	20	0.45	0	44680000
6	20	0.45	0.1	0
6	20	0.45	0.2	0
6	20	0.45	0.3	0
6	20	0.45	0.4	0
6	20	0.45	0.5	0
6	20	0.45	0.6	0
6	20	0.45	0.7	0
6	20	0.45	0.8	0
6	20	0.45	0.9	0
6	20	0.5	-0.9	46112000
6	20	0.5	-0.8	46112000
6	20	0.5	-0.7	46112000
6	20	0.5	-0.6	46112000
6	20	0.5	-0.5	46112000
6	20	0.5	-0.4	46112000
6	20	0.5	-0.3	46112000
6	20	0.5	-0.2	46112000
6	20	0.5	-0.1	46112000
6	20	0.5	0	44486000
6	20	0.5	0.1	0
6	20	0.5	0.2	0
6	20	0.5	0.3	0
6	20	0.5	0.4	0
6	20	0.5	0.5	0
6	20	0.5	0.6	0
6	20	0.5	0.7	0
6	20	0.5	0.8	0
6	20	0.5	0.9	0
6	10	0.1	-0.9	45642000
6	10	0.1	-0.8	45642000
6	10	0.1	-0.7	45642000
6	10	0.1	-0.6	45642000
6	10	0.1	-0.5	45642000
6	10	0.1	-0.4	45642000
6	10	0.1	-0.3	45642000
6	10	0.1	-0.2	45642000
6	10	0.1	-0.1	45642000
6	10	0.1	0	45856000
6	10	0.1	0.1	0
6	10	0.1	0.2	0
6	10	0.1	0.3	0
6	10	0.1	0.4	0
6	10	0.1	0.5	0
6	10	0.1	0.6	0
6	10	0.1	0.7	0
6	10	0.1	0.8	0
6	10	0.1	0.9	0
6	10	0.15	-0.9	45642000
6	10	0.15	-0.8	45642000
6	10	0.15	-0.7	45642000
6	10	0.15	-0.6	45642000
6	10	0.15	-0.5	45642000
6	10	0.15	-0.4	45642000
6	10	0.15	-0.3	45642000
6	10	0.15	-0.2	45642000
6	10	0.15	-0.1	45642000
6	10	0.15	0	45856000
6	10	0.15	0.1	0
6	10	0.15	0.2	0
6	10	0.15	0.3	0
6	10	0.15	0.4	0
6	10	0.15	0.5	0
6	10	0.15	0.6	0
6	10	0.15	0.7	0
6	10	0.15	0.8	0
6	10	0.15	0.9	0
6	10	0.2	-0.9	46002000
6	10	0.2	-0.8	46002000
6	10	0.2	-0.7	46002000
6	10	0.2	-0.6	46002000
6	10	0.2	-0.5	46002000
6	10	0.2	-0.4	46002000
6	10	0.2	-0.3	46002000
6	10	0.2	-0.2	46002000
6	10	0.2	-0.1	46002000
6	10	0.2	0	45580000
6	10	0.2	0.1	0
6	10	0.2	0.2	0
6	10	0.2	0.3	0
6	10	0.2	0.4	0
6	10	0.2	0.5	0
6	10	0.2	0.6	0
6	10	0.2	0.7	0
6	10	0.2	0.8	0
6	10	0.2	0.9	0
6	10	0.25	-0.9	46002000
6	10	0.25	-0.8	46002000
6	10	0.25	-0.7	46002000
6	10	0.25	-0.6	46002000
6	10	0.25	-0.5	46002000
6	10	0.25	-0.4	46002000
6	10	0.25	-0.3	46002000
6	10	0.25	-0.2	46002000
6	10	0.25	-0.1	46002000
6	10	0.25	0	45580000
6	10	0.25	0.1	0
6	10	0.25	0.2	0
6	10	0.25	0.3	0
6	10	0.25	0.4	0
6	10	0.25	0.5	0
6	10	0.25	0.6	0
6	10	0.25	0.7	0
6	10	0.25	0.8	0
6	10	0.25	0.9	0
6	10	0.3	-0.9	45902000
6	10	0.3	-0.8	45902000
6	10	0.3	-0.7	45902000
6	10	0.3	-0.6	45902000
6	10	0.3	-0.5	45902000
6	10	0.3	-0.4	45902000
6	10	0.3	-0.3	45902000
6	10	0.3	-0.2	45902000
6	10	0.3	-0.1	45902000
6	10	0.3	0	44334000
6	10	0.3	0.1	0
6	10	0.3	0.2	0
6	10	0.3	0.3	0
6	10	0.3	0.4	0
6	10	0.3	0.5	0
6	10	0.3	0.6	0
6	10	0.3	0.7	0
6	10	0.3	0.8	0
6	10	0.3	0.9	0
6	10	0.35	-0.9	45902000
6	10	0.35	-0.8	45902000
6	10	0.35	-0.7	45902000
6	10	0.35	-0.6	45902000
6	10	0.35	-0.5	45902000
6	10	0.35	-0.4	45902000
6	10	0.35	-0.3	45902000
6	10	0.35	-0.2	45902000
6	10	0.35	-0.1	45902000
6	10	0.35	0	44334000
6	10	0.35	0.1	0
6	10	0.35	0.2	0
6	10	0.35	0.3	0
6	10	0.35	0.4	0
6	10	0.35	0.5	0
6	10	0.35	0.6	0
6	10	0.35	0.7	0
6	10	0.35	0.8	0
6	10	0.35	0.9	0
6	10	0.4	-0.9	45800000
6	10	0.4	-0.8	45800000
6	10	0.4	-0.7	45800000
6	10	0.4	-0.6	45800000
6	10	0.4	-0.5	45800000
6	10	0.4	-0.4	45800000
6	10	0.4	-0.3	45800000
6	10	0.4	-0.2	45800000
6	10	0.4	-0.1	45800000
6	10	0.4	0	44452000
6	10	0.4	0.1	0
6	10	0.4	0.2	0
6	10	0.4	0.3	0
6	10	0.4	0.4	0
6	10	0.4	0.5	0
6	10	0.4	0.6	0
6	10	0.4	0.7	0
6	10	0.4	0.8	0
6	10	0.4	0.9	0
6	10	0.45	-0.9	45800000
6	10	0.45	-0.8	45800000
6	10	0.45	-0.7	45800000
6	10	0.45	-0.6	45800000
6	10	0.45	-0.5	45800000
6	10	0.45	-0.4	45800000
6	10	0.45	-0.3	45800000
6	10	0.45	-0.2	45800000
6	10	0.45	-0.1	45800000
6	10	0.45	0	44452000
6	10	0.45	0.1	0
6	10	0.45	0.2	0
6	10	0.45	0.3	0
6	10	0.45	0.4	0
6	10	0.45	0.5	0
6	10	0.45	0.6	0
6	10	0.45	0.7	0
6	10	0.45	0.8	0
6	10	0.45	0.9	0
6	10	0.5	-0.9	45956000
6	10	0.5	-0.8	45956000
6	10	0.5	-0.7	45956000
6	10	0.5	-0.6	45956000
6	10	0.5	-0.5	45956000
6	10	0.5	-0.4	45956000
6	10	0.5	-0.3	45956000
6	10	0.5	-0.2	45956000
6	10	0.5	-0.1	45956000
6	10	0.5	0	44316000
6	10	0.5	0.1	0
6	10	0.5	0.2	0
6	10	0.5	0.3	0
6	10	0.5	0.4	0
6	10	0.5	0.5	0
6	10	0.5	0.6	0
6	10	0.5	0.7	0
6	10	0.5	0.8	0
6	10	0.5	0.9	0
8	1000	0.1	-0.9	48560000
8	1000	0.1	-0.8	48560000
8	1000	0.1	-0.7	48560000
8	1000	0.1	-0.6	48560000
8	1000	0.1	-0.5	48560000
8	1000	0.1	-0.4	48560000
8	1000	0.1	-0.3	48560000
8	1000	0.1	-0.2	48560000
8	1000	0.1	-0.1	48560000
8	1000	0.1	0	0
8	1000	0.1	0.1	0
8	1000	0.1	0.2	0
8	1000	0.1	0.3	0
8	1000	0.1	0.4	0
8	1000	0.1	0.5	0
8	1000	0.1	0.6	0
8	1000	0.1	0.7	0
8	1000	0.1	0.8	0
8	1000	0.1	0.9	0
8	1000	0.15	-0.9	48432000
8	1000	0.15	-0.8	48432000
8	1000	0.15	-0.7	48432000
8	1000	0.15	-0.6	48432000
8	1000	0.15	-0.5	48432000
8	1000	0.15	-0.4	48432000
8	1000	0.15	-0.3	48432000
8	1000	0.15	-0.2	48432000
8	1000	0.15	-0.1	48432000
8	1000	0.15	0	0
8	1000	0.15	0.1	0
8	1000	0.15	0.2	0
8	1000	0.15	0.3	0
8	1000	0.15	0.4	0
8	1000	0.15	0.5	0
8	1000	0.15	0.6	0
8	1000	0.15	0.7	0
8	1000	0.15	0.8	0
8	1000	0.15	0.9	0
8	1000	0.2	-0.9	49442000
8	1000	0.2	-0.8	49442000
8	1000	0.2	-0.7	49442000
8	1000	0.2	-0.6	49442000
8	1000	0.2	-0.5	49442000
8	1000	0.2	-0.4	49442000
8	1000	0.2	-0.3	49442000
8	1000	0.2	-0.2	49442000
8	1000	0.2	-0.1	49442000
8	1000	0.2	0	0
8	1000	0.2	0.1	0
8	1000	0.2	0.2	0
8	1000	0.2	0.3	0
8	1000	0.2	0.4	0
8	1000	0.2	0.5	0
8	1000	0.2	0.6	0
8	1000	0.2	0.7	0
8	1000	0.2	0.8	0
8	1000	0.2	0.9	0
8	1000	0.25	-0.9	49712000
8	1000	0.25	-0.8	49712000
8	1000	0.25	-0.7	49712000
8	1000	0.25	-0.6	49712000
8	1000	0.25	-0.5	49712000
8	1000	0.25	-0.4	49712000
8	1000	0.25	-0.3	49712000
8	1000	0.25	-0.2	49712000
8	1000	0.25	-0.1	49712000
8	1000	0.25	0	0
8	1000	0.25	0.1	0
8	1000	0.25	0.2	0
8	1000	0.25	0.3	0
8	1000	0.25	0.4	0
8	1000	0.25	0.5	0
8	1000	0.25	0.6	0
8	1000	0.25	0.7	0
8	1000	0.25	0.8	0
8	1000	0.25	0.9	0
8	1000	0.3	-0.9	49024000
8	1000	0.3	-0.8	49024000
8	1000	0.3	-0.7	49024000
8	1000	0.3	-0.6	49024000
8	1000	0.3	-0.5	49024000
8	1000	0.3	-0.4	49024000
8	1000	0.3	-0.3	49024000
8	1000	0.3	-0.2	49024000
8	1000	0.3	-0.1	49024000
8	1000	0.3	0	0
8	1000	0.3	0.1	0
8	1000	0.3	0.2	0
8	1000	0.3	0.3	0
8	1000	0.3	0.4	0
8	1000	0.3	0.5	0
8	1000	0.3	0.6	0
8	1000	0.3	0.7	0
8	1000	0.3	0.8	0
8	1000	0.3	0.9	0
8	1000	0.35	-0.9	49746000
8	1000	0.35	-0.8	49746000
8	1000	0.35	-0.7	49746000
8	1000	0.35	-0.6	49746000
8	1000	0.35	-0.5	49746000
8	1000	0.35	-0.4	49746000
8	1000	0.35	-0.3	49746000
8	1000	0.35	-0.2	49746000
8	1000	0.35	-0.1	49746000
8	1000	0.35	0	0
8	1000	0.35	0.1	0
8	1000	0.35	0.2	0
8	1000	0.35	0.3	0
8	1000	0.35	0.4	0
8	1000	0.35	0.5	0
8	1000	0.35	0.6	0
8	1000	0.35	0.7	0
8	1000	0.35	0.8	0
8	1000	0.35	0.9	0
8	1000	0.4	-0.9	48358000
8	1000	0.4	-0.8	48358000
8	1000	0.4	-0.7	48358000
8	1000	0.4	-0.6	48358000
